Date : 2025-09-13 12:10:57
Directory : /home/moura/projetos/chatwoot/chatwoot
Total : 6224 files,  752144 codes, 10822 comments, 45132 blanks, all 808098 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/CreateIssue.vue                                       | vue                |        255 |          0 |         19 |        274 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/CreateOrLinkIssue.vue                                 | vue                |         85 |          0 |         11 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/IssueHeader.vue                                       | vue                |         49 |          0 |          8 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/IssuesList.vue                                        | vue                |        115 |          0 |         18 |        133 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/LinearIssueItem.vue                                   | vue                |         95 |          0 |         19 |        114 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/LinearSetupCTA.vue                                    | vue                |         47 |          0 |          8 |         55 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/LinkIssue.vue                                         | vue                |        139 |          0 |         12 |        151 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/SearchableDropdown.vue                                | vue                |         65 |          0 |         11 |         76 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/conversation/linear/validations.js                                        | JavaScript         |          9 |          0 |          2 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/forms/Input.vue                                                           | vue                |         87 |          0 |          4 |         91 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/forms/PhoneInput.vue                                                      | vue                |        265 |          0 |          4 |        269 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/mentions/MentionBox.vue                                                   | vue                |        110 |          0 |         15 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/modal/ConfirmDeleteModal.vue                                              | vue                |         86 |          0 |          4 |         90 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/modal/ConfirmationModal.vue                                               | vue                |         61 |          0 |          5 |         66 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/modal/DeleteModal.vue                                                     | vue                |         27 |          0 |          4 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/modal/WootKeyShortcutModal.vue                                            | vue                |         93 |          0 |         10 |        103 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/components/widgets/modal/constants.js                                                        | JavaScript         |         94 |          0 |          2 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/chatlist/useBulkActions.js                                                       | JavaScript         |        134 |          2 |         13 |        149 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/chatlist/useChatListKeyboardEvents.js                                            | JavaScript         |         51 |          4 |          6 |         61 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/spec/fixtures.js                                                        | JavaScript         |        192 |          0 |          6 |        198 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/spec/useAppearanceHotKeys.spec.js                                       | JavaScript         |         69 |          0 |         15 |         84 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/spec/useBulkActionsHotKeys.spec.js                                      | JavaScript         |         86 |          0 |         17 |        103 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/spec/useConversationHotKeys.spec.js                                     | JavaScript         |        175 |          0 |         30 |        205 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/spec/useGoToCommandHotKeys.spec.js                                      | JavaScript         |        170 |          0 |         19 |        189 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/spec/useInboxHotKeys.spec.js                                            | JavaScript         |         32 |          0 |          6 |         38 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/useAppearanceHotKeys.js                                                 | JavaScript         |         64 |          0 |          7 |         71 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/useBulkActionsHotKeys.js                                                | JavaScript         |         77 |          0 |         13 |         90 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/useConversationHotKeys.js                                               | JavaScript         |        374 |          0 |         35 |        409 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/useGoToCommandHotKeys.js                                                | JavaScript         |        211 |          0 |          9 |        220 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/commands/useInboxHotKeys.js                                                      | JavaScript         |         79 |          0 |         10 |         89 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/emitter.js                                                                       | JavaScript         |         13 |          2 |          6 |         21 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/index.js                                                                         | JavaScript         |         12 |          9 |          4 |         25 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/emitter.spec.js                                                             | JavaScript         |         42 |          0 |         10 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/fixtures/agentFixtures.js                                                   | JavaScript         |         62 |          0 |          2 |         64 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/fixtures/reportFixtures.js                                                  | JavaScript         |         35 |          0 |          3 |         38 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/index.spec.js                                                               | JavaScript         |         45 |          0 |          6 |         51 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useAI.spec.js                                                               | JavaScript         |        104 |          1 |         18 |        123 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useAccount.spec.js                                                          | JavaScript         |        103 |          0 |         15 |        118 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useAdmin.spec.js                                                            | JavaScript         |         41 |          0 |         12 |         53 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useAgentsList.spec.js                                                       | JavaScript         |         80 |          2 |         21 |        103 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useAutomation.spec.js                                                       | JavaScript         |        234 |          2 |         29 |        265 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useConfig.spec.js                                                           | JavaScript         |         42 |          0 |         10 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useConversationLabels.spec.js                                               | JavaScript         |         73 |          0 |         15 |         88 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useDetectKeyboardLayout.spec.js                                             | JavaScript         |         88 |          0 |         14 |        102 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useFileUpload.spec.js                                                       | JavaScript         |        118 |          0 |         29 |        147 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useFontSize.spec.js                                                         | JavaScript         |        114 |         13 |         35 |        162 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useImageZoom.spec.js                                                        | JavaScript         |        102 |         11 |         29 |        142 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useImpersonation.spec.js                                                    | JavaScript         |         32 |          0 |          6 |         38 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useIntegrationHook.spec.js                                                  | JavaScript         |         45 |          0 |         12 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useKeyboardEvents.spec.js                                                   | JavaScript         |         21 |          0 |          6 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useKeyboardNavigableList.spec.js                                            | JavaScript         |        216 |          2 |         43 |        261 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useMacros.spec.js                                                           | JavaScript         |        169 |          0 |         12 |        181 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useReportMetrics.spec.js                                                    | JavaScript         |         47 |          0 |         15 |         62 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useTranslations.spec.js                                                     | JavaScript         |         34 |          1 |          5 |         40 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/spec/useUISettings.spec.js                                                       | JavaScript         |        122 |          1 |         16 |        139 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/store.js                                                                         | JavaScript         |         27 |          0 |          5 |         32 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useAI.js                                                                         | JavaScript         |        118 |         64 |         22 |        204 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useAccount.js                                                                    | JavaScript         |         45 |         13 |          8 |         66 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useAdmin.js                                                                      | JavaScript         |         10 |          4 |          4 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useAgentsList.js                                                                 | JavaScript         |         46 |         16 |          9 |         71 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useAutomation.js                                                                 | JavaScript         |        141 |         38 |         21 |        200 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useAutomationValues.js                                                           | JavaScript         |        121 |         19 |         12 |        152 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useCaptain.js                                                                    | JavaScript         |         41 |          0 |         10 |         51 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useConfig.js                                                                     | JavaScript         |         15 |         25 |          7 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useConversationLabels.js                                                         | JavaScript         |         48 |         42 |         12 |        102 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useDetectKeyboardLayout.js                                                       | JavaScript         |         53 |         12 |          9 |         74 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useEditableAutomation.js                                                         | JavaScript         |         92 |         30 |          8 |        130 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useFileUpload.js                                                                 | JavaScript         |         74 |          7 |         11 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useFontSize.js                                                                   | JavaScript         |         64 |         61 |         15 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useImageZoom.js                                                                  | JavaScript         |        118 |         38 |         31 |        187 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useImpersonation.js                                                              | JavaScript         |          9 |          0 |          2 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useInbox.js                                                                      | JavaScript         |        127 |          6 |         27 |        160 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useIntegrationHook.js                                                            | JavaScript         |         31 |         29 |          9 |         69 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useKeyboardEvents.js                                                             | JavaScript         |         58 |         21 |         12 |         91 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useKeyboardNavigableList.js                                                      | JavaScript         |         59 |         48 |         11 |        118 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useLiveRefresh.js                                                                | JavaScript         |         23 |          0 |          6 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useMacros.js                                                                     | JavaScript         |         36 |          9 |          5 |         50 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/usePolicy.js                                                                     | JavaScript         |         93 |         18 |         25 |        136 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useReportMetrics.js                                                              | JavaScript         |         33 |         24 |          6 |         63 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useTransformKeys.js                                                              | JavaScript         |         32 |         15 |          4 |         51 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useTranslations.js                                                               | JavaScript         |         14 |          5 |          4 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/useUISettings.js                                                                 | JavaScript         |         91 |         47 |         15 |        153 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/composables/utils/useKbd.js                                                                  | JavaScript         |         20 |          0 |          3 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/appEvents.js                                                                       | JavaScript         |          4 |          0 |          2 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/automation.js                                                                      | JavaScript         |         72 |          0 |          6 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/editor.js                                                                          | JavaScript         |         57 |          0 |          5 |         62 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/globals.js                                                                         | JavaScript         |         69 |          0 |          1 |         70 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/installationTypes.js                                                               | JavaScript         |          5 |          0 |          1 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/localStorage.js                                                                    | JavaScript         |          8 |          0 |          1 |          9 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/permissions.js                                                                     | JavaScript         |         44 |          0 |         10 |         54 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/constants/sessionStorage.js                                                                  | JavaScript         |          3 |          0 |          1 |          4 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/featureFlags.js                                                                              | JavaScript         |         50 |          0 |          2 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/APIHelper.js                                                                          | JavaScript         |         27 |          2 |          3 |         32 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AnalyticsHelper/events.js                                                             | JavaScript         |        113 |          4 |         17 |        134 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AnalyticsHelper/index.js                                                              | JavaScript         |         55 |         31 |         12 |         98 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AnalyticsHelper/specs/events.spec.js                                                  | JavaScript         |         23 |          0 |          4 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AnalyticsHelper/specs/helper.spec.js                                                  | JavaScript         |        121 |          0 |         19 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/AudioMessageHelper.js                                                     | JavaScript         |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/AudioNotificationStore.js                                                 | JavaScript         |         37 |          2 |          9 |         48 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/DashboardAudioNotificationHelper.js                                       | JavaScript         |        171 |         10 |         37 |        218 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/WindowVisibilityHelper.js                                                 | JavaScript         |         18 |          0 |          4 |         22 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/faviconHelper.js                                                          | JavaScript         |         18 |          0 |          4 |         22 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/specs/AudioMessageHelper.spec.js                                          | JavaScript         |         64 |          0 |         16 |         80 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/specs/AudioNotificationStore.spec.js                                      | JavaScript         |        155 |          0 |         37 |        192 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/AudioAlerts/specs/WindowVisibilityHelper.spec.js                                      | JavaScript         |         89 |          3 |         23 |        115 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/CacheHelper/DataManager.js                                                            | JavaScript         |         64 |          1 |         14 |         79 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/CacheHelper/version.js                                                                | JavaScript         |          1 |          2 |          1 |          4 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/DOMHelpers.js                                                                         | JavaScript         |         63 |         48 |         14 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/ReconnectService.js                                                                   | JavaScript         |        123 |          5 |         21 |        149 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/URLHelper.js                                                                          | JavaScript         |        115 |          1 |         12 |        128 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/actionCable.js                                                                        | JavaScript         |        170 |          6 |         34 |        210 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/actionQueryGenerator.js                                                               | JavaScript         |         41 |          0 |          6 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/agentHelper.js                                                                        | JavaScript         |         29 |         20 |          3 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/auditlogHelper.js                                                                     | JavaScript         |        181 |          6 |         33 |        220 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/automationHelper.js                                                                   | JavaScript         |        265 |         45 |         30 |        340 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/commandbar/actions.js                                                                 | JavaScript         |         82 |          0 |         11 |         93 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/commandbar/events.js                                                                  | JavaScript         |         17 |          6 |          6 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/commandbar/icons.js                                                                   | JavaScript         |         68 |          0 |          8 |         76 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/commons.js                                                                            | JavaScript         |         77 |          7 |         15 |         99 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/conversationHelper.js                                                                 | JavaScript         |         50 |         35 |         10 |         95 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/customViewsHelper.js                                                                  | JavaScript         |        117 |          0 |         14 |        131 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/downloadHelper.js                                                                     | JavaScript         |         19 |          0 |          4 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/editorHelper.js                                                                       | JavaScript         |        221 |        134 |         39 |        394 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/featureHelper.js                                                                      | JavaScript         |         25 |          0 |          2 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/filterQueryGenerator.js                                                               | JavaScript         |         29 |          6 |          5 |         40 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/flag.js                                                                               | JavaScript         |          8 |          9 |          3 |         20 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/inbox.js                                                                              | JavaScript         |        127 |          1 |         35 |        163 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/labelColor.js                                                                         | JavaScript         |          8 |          0 |          1 |          9 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/permissionsHelper.js                                                                  | JavaScript         |         39 |         10 |          7 |         56 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/portalHelper.js                                                                       | JavaScript         |        118 |         22 |         16 |        156 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/preChat.js                                                                            | JavaScript         |         90 |          0 |          9 |         99 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/pushHelper.js                                                                         | JavaScript         |         75 |          4 |         10 |         89 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/routeHelpers.js                                                                       | JavaScript         |        118 |          7 |         22 |        147 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/scriptHelpers.js                                                                      | JavaScript         |         53 |          2 |          6 |         61 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/snoozeHelpers.js                                                                      | JavaScript         |         87 |          0 |         11 |         98 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/CacheHelper/DataManger.spec.js                                                  | JavaScript         |         96 |          0 |         19 |        115 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/DOMHelpers.spec.js                                                              | JavaScript         |         77 |          2 |         17 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/ReconnectService.spec.js                                                        | JavaScript         |        309 |          0 |         41 |        350 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/URLHelper.spec.js                                                               | JavaScript         |        235 |          0 |         32 |        267 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/actionCable.spec.js                                                             | JavaScript         |         60 |          0 |          8 |         68 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/actionQueryGenerator.spec.js                                                    | JavaScript         |         38 |          0 |          4 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/agentHelper.spec.js                                                             | JavaScript         |         84 |          0 |         11 |         95 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/auditlogHelper.spec.js                                                          | JavaScript         |        174 |          0 |         21 |        195 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/automationHelper.spec.js                                                        | JavaScript         |        421 |          0 |         35 |        456 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/commons.spec.js                                                                 | JavaScript         |        126 |          0 |         19 |        145 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/conversationHelper.spec.js                                                      | JavaScript         |         94 |          0 |          8 |        102 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/customViewsHelper.spec.js                                                       | JavaScript         |        277 |          0 |         29 |        306 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/downloadHelper.spec.js                                                          | JavaScript         |         11 |          0 |          3 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/editorContentHelper.spec.js                                                     | JavaScript         |        110 |          2 |         17 |        129 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/editorHelper.spec.js                                                            | JavaScript         |        581 |          9 |         76 |        666 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/filterQueryGenerator.spec.js                                                    | JavaScript         |         64 |          0 |          4 |         68 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/fixtures/agentFixtures.js                                                       | JavaScript         |        184 |          0 |          1 |        185 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/fixtures/automationFixtures.js                                                  | JavaScript         |        803 |          0 |          9 |        812 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/fixtures/conversationFixtures.js                                                | JavaScript         |        182 |          0 |          4 |        186 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/flag.spec.js                                                                    | JavaScript         |          8 |          0 |          2 |         10 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/inbox.spec.js                                                                   | JavaScript         |        136 |          0 |         21 |        157 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/inboxFixture.js                                                                 | JavaScript         |         60 |          0 |          2 |         62 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/macrosFixtures.js                                                               | JavaScript         |        119 |          0 |          4 |        123 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/macrosHelper.spec.js                                                            | JavaScript         |         70 |          0 |          7 |         77 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/permissionsHelper.spec.js                                                       | JavaScript         |        137 |          0 |         17 |        154 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/portalHelper.spec.js                                                            | JavaScript         |         66 |          0 |          6 |         72 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/preChat.spec.js                                                                 | JavaScript         |         94 |          0 |          3 |         97 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/routeHelpers.spec.js                                                            | JavaScript         |        222 |          0 |         20 |        242 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/snoozeHelpers.spec.js                                                           | JavaScript         |        134 |          0 |         20 |        154 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/templateHelper.spec.js                                                          | JavaScript         |        316 |          4 |         49 |        369 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/themeHelper.spec.js                                                             | JavaScript         |         65 |          0 |         12 |         77 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/uploadHelper.spec.js                                                            | JavaScript         |         75 |          0 |         19 |         94 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/specs/validations.spec.js                                                             | JavaScript         |         81 |          0 |          6 |         87 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/states.js                                                                             | JavaScript         |         25 |          4 |          2 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/templateHelper.js                                                                     | JavaScript         |         72 |          5 |         15 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/themeHelper.js                                                                        | JavaScript         |         16 |          0 |          2 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/uploadHelper.js                                                                       | JavaScript         |         36 |         24 |         11 |         71 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/helper/validations.js                                                                        | JavaScript         |        105 |         58 |         26 |        189 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/index.js                                                                                | JavaScript         |         82 |          0 |          2 |         84 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/am/advancedFilters.json                                                          | JSON               |        119 |          0 |          1 |        120 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/am/agentBots.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/am/agentMgmt.json                                                                | JSON               |        124 |          0 |          1 |        125 |
